,Strike,Market,European (B-S),Analytic geometric Asian,MC arithmetic Asian,BS Error %
0,315.0,13.15,13.395870508114001,12.958438330222009,12.964337184958614,1.8697377042889785
1,317.5,12.19,11.073030914074934,10.477992625806621,10.500989239237276,-9.162994962469773
2,320.0,9.92,8.881527769635,8.044812597671125,8.036917487825612,-10.468470064163313
3,322.5,9.57,6.8774264347958365,5.743182534577613,5.744708574597898,-28.135564944662104
4,325.0,6.07,5.115417292958682,3.715958421329276,3.7228041366676345,-15.726238995738354
5,327.5,4.1,3.637177578824776,2.1204357662883524,2.1305286784044997,-11.288351735981065
6,330.0,3.0,2.4613933217791555,1.0402262112593803,1.0513718525185578,-17.953555940694816
7,332.5,1.75,1.5793579635345907,0.4294323444062442,0.43636102286210043,-9.750973512309104
8,335.0,1.2,0.9578142469948858,0.14676734703352778,0.14778592790863282,-20.182146083759513
9,337.5,0.7,0.5476069573807933,0.041049722610687844,0.04133459812654156,-21.77043465988666
10,340.0,0.89,0.2945645977149809,0.009324925680906482,0.009321021397275695,-66.90285418932798
