,t0,S0,K,K_rel,sigma_t0,T_years,geom_model,arit_model,geom_empirical,arit_empirical
598,2019-07-24,140.11146545410156,154.12261199951172,1.1,0.08044014085412579,0.031746031746031744,1.4817661460132405e-31,0.0,0.0,0.0
599,2019-07-24,140.11146545410156,168.13375854492188,1.2,0.08044014085412579,0.031746031746031744,2.5408488722279953e-108,0.0,0.0,0.0
600,2019-07-25,139.36599731445312,111.4927978515625,0.8,0.07440295622108055,0.027777777777777776,27.92361710104143,27.93449168767872,26.119688281567736,26.148226461329052
601,2019-07-25,139.36599731445312,125.42939758300781,0.9,0.07440295622108055,0.027777777777777776,14.004427235827123,14.008515951478667,12.200498416353424,12.229036596114744
602,2019-07-25,139.36599731445312,139.36599731445312,1.0,0.07440295622108055,0.027777777777777776,0.4417521889291578,0.43084852946059243,0.0,0.0
603,2019-07-25,139.36599731445312,153.30259704589844,1.1,0.07440295622108055,0.027777777777777776,2.394031170806171e-41,0.0,0.0,0.0
604,2019-07-25,139.36599731445312,167.23919677734375,1.2,0.07440295622108055,0.027777777777777776,8.895520533013082e-144,0.0,0.0,0.0
605,2019-07-26,140.37509155273438,112.30007324218751,0.8,0.07579633321385558,0.023809523809523808,28.118495314003127,28.126139861070296,24.868624135161006,24.89674049617645
606,2019-07-26,140.37509155273438,126.33758239746093,0.9,0.07579633321385558,0.023809523809523808,14.096018292743395,14.100066278120572,10.84614711390127,10.874263474916713
607,2019-07-26,140.37509155273438,140.37509155273438,1.0,0.07579633321385558,0.023809523809523808,0.4157515707973687,0.41100570376885515,0.0,0.0
608,2019-07-26,140.37509155273438,154.41260070800783,1.1,0.07579633321385558,0.023809523809523808,3.2327573842133937e-46,0.0,0.0,0.0
609,2019-07-26,140.37509155273438,168.45010986328126,1.2,0.07579633321385558,0.023809523809523808,2.2671050760517803e-161,0.0,0.0,0.0
610,2019-07-29,140.03871154785156,112.03096923828126,0.8,0.07575864344016447,0.031746031746031744,28.06555560622118,28.082546856375735,23.804613933877153,23.82701191579107
611,2019-07-29,140.03871154785156,126.0348403930664,0.9,0.07575864344016447,0.031746031746031744,14.081675698794896,14.092550839280365,9.82073402645086,9.843132008364776
612,2019-07-29,140.03871154785156,140.03871154785156,1.0,0.07575864344016447,0.031746031746031744,0.48556204194927943,0.4654843800663756,0.0,0.0
613,2019-07-29,140.03871154785156,154.04258270263674,1.1,0.07575864344016447,0.031746031746031744,3.005390283966892e-35,0.0,0.0,0.0
614,2019-07-29,140.03871154785156,168.04645385742188,1.2,0.07575864344016447,0.031746031746031744,1.0018060546242707e-121,0.0,0.0,0.0
615,2019-07-30,139.90232849121094,111.92186279296875,0.8,0.0736048111851502,0.031746031746031744,28.038341670456717,28.036021230331308,23.35794943952818,23.37198957593114
616,2019-07-30,139.90232849121094,125.91209564208985,0.9,0.0736048111851502,0.031746031746031744,14.06808059931069,14.075977302862325,9.387688368382141,9.4017285047851
617,2019-07-30,139.90232849121094,139.90232849121094,1.0,0.0736048111851502,0.031746031746031744,0.47285163179934386,0.46478877577776984,0.0,0.0
618,2019-07-30,139.90232849121094,153.89256134033204,1.1,0.0736048111851502,0.031746031746031744,3.4719381286313096e-37,0.0,0.0,0.0
619,2019-07-30,139.90232849121094,167.8827941894531,1.2,0.0736048111851502,0.031746031746031744,9.136077762557571e-129,0.0,0.0,0.0
620,2019-07-31,138.37503051757812,110.70002441406251,0.8,0.08159434184944984,0.031746031746031744,27.731796664510526,27.72749418712895,24.0002215693525,24.009955794445
621,2019-07-31,138.37503051757812,124.53752746582032,0.9,0.08159434184944984,0.031746031746031744,13.914047361075518,13.901078485696175,10.182472265917495,10.19220649100999
622,2019-07-31,138.37503051757812,138.37503051757812,1.0,0.08159434184944984,0.031746031746031744,0.5125938077121646,0.5093932076595882,0.0,0.0
623,2019-07-31,138.37503051757812,152.21253356933596,1.1,0.08159434184944984,0.031746031746031744,9.56803057040529e-31,0.0,0.0,0.0
624,2019-07-31,138.37503051757812,166.05003662109374,1.2,0.08159434184944984,0.031746031746031744,2.270946995755395e-105,0.0,0.0,0.0
625,2019-08-01,137.09320068359375,109.674560546875,0.8,0.08773822053863604,0.027777777777777776,27.467549834759637,27.46567040611183,24.695487186232697,24.703289115993673
626,2019-08-01,137.09320068359375,123.38388061523438,0.9,0.08773822053863604,0.027777777777777776,13.77535571054068,13.783150965738526,11.003293062013743,11.01109499177472
627,2019-08-01,137.09320068359375,137.09320068359375,1.0,0.08773822053863604,0.027777777777777776,0.5040809053687809,0.4981814654356251,0.0,0.0
628,2019-08-01,137.09320068359375,150.80252075195312,1.1,0.08773822053863604,0.027777777777777776,1.7859159086683876e-30,0.0,0.0,0.0
629,2019-08-01,137.09320068359375,164.5118408203125,1.2,0.08773822053863604,0.027777777777777776,2.7501638985584387e-104,0.0,0.0,0.0
630,2019-08-02,135.98410034179688,108.7872802734375,0.8,0.08710970293667886,0.023809523809523808,27.23844010227525,27.242628072216316,25.32444537667155,25.331753388858385
631,2019-08-02,135.98410034179688,122.3856903076172,0.9,0.08710970293667886,0.023809523809523808,13.654591990709164,13.667373964240072,11.740597265105468,11.747905277292302
632,2019-08-02,135.98410034179688,135.98410034179688,1.0,0.08710970293667886,0.023809523809523808,0.45697340878611215,0.446860597567396,0.0,0.0
633,2019-08-02,135.98410034179688,149.58251037597657,1.1,0.08710970293667886,0.023809523809523808,1.1607922243559488e-35,0.0,0.0,0.0
634,2019-08-02,135.98410034179688,163.18092041015623,1.2,0.08710970293667886,0.023809523809523808,5.585822173496073e-123,0.0,0.0,0.0
635,2019-08-05,131.94764709472656,105.55811767578126,0.8,0.13335175577214492,0.031746031746031744,26.439801614096098,26.443418521173736,28.416984453197184,28.426217337795315
636,2019-08-05,131.94764709472656,118.75288238525391,0.9,0.13335175577214492,0.031746031746031744,13.263873110857645,13.258910032641175,15.24105594995875,15.250288834556878
637,2019-08-05,131.94764709472656,131.94764709472656,1.0,0.13335175577214492,0.031746031746031744,0.7661249029190742,0.7521192914735658,2.065127446720313,2.0743603313184424
638,2019-08-05,131.94764709472656,145.14241180419924,1.1,0.13335175577214492,0.031746031746031744,6.907204314826124e-13,0.0,0.0,0.0
639,2019-08-05,131.94764709472656,158.33717651367186,1.2,0.13335175577214492,0.031746031746031744,3.69798108055072e-41,0.0,0.0,0.0
640,2019-08-06,133.66590881347656,106.93272705078125,0.8,0.14289676849091373,0.031746031746031744,26.783176923664513,26.773483804703,27.079573509373756,27.088746822275716
641,2019-08-06,133.66590881347656,120.29931793212891,0.9,0.14289676849091373,0.031746031746031744,13.435667539261587,13.438264309931144,13.732064124970762,13.741237437872725
642,2019-08-06,133.66590881347656,133.66590881347656,1.0,0.14289676849091373,0.031746031746031744,0.8278589311117912,0.8193665066241882,0.38455474056778505,0.3937280534697476
643,2019-08-06,133.66590881347656,147.03249969482422,1.1,0.14289676849091373,0.031746031746031744,1.839976829067538e-11,0.0,0.0,0.0
644,2019-08-06,133.66590881347656,160.39909057617186,1.2,0.14289676849091373,0.031746031746031744,3.776988292519568e-36,0.0,0.0,0.0
645,2019-08-07,133.81130981445312,107.0490478515625,0.8,0.1427171665278137,0.031746031746031744,26.812329653342957,26.810097413180625,27.17820613248796,27.18820333385796
646,2019-08-07,133.81130981445312,120.43017883300782,0.9,0.1427171665278137,0.031746031746031744,13.450300925584187,13.426388818574438,13.816177404729116,13.826174606099112
647,2019-08-07,133.81130981445312,133.81130981445312,1.0,0.1427171665278137,0.031746031746031744,0.8277847511499061,0.8184038796794677,0.45414867697027045,0.464145878340267
648,2019-08-07,133.81130981445312,147.19244079589845,1.1,0.1427171665278137,0.031746031746031744,1.7420779295921945e-11,0.0,0.0,0.0
649,2019-08-07,133.81130981445312,160.57357177734374,1.2,0.1427171665278137,0.031746031746031744,3.1083325510688044e-36,0.0,0.0,0.0
650,2019-08-08,136.35682678222656,109.08546142578126,0.8,0.15834462153409137,0.027777777777777776,27.314531711981118,27.32629804000831,24.85351423976384,24.862316543215655
651,2019-08-08,136.35682678222656,122.72114410400391,0.9,0.15834462153409137,0.027777777777777776,13.695882988666966,13.720832531345408,11.234865516449187,11.243667819901
652,2019-08-08,136.35682678222656,136.35682678222656,1.0,0.15834462153409137,0.027777777777777776,0.8672362890312684,0.8563206039068791,0.0,0.0
653,2019-08-08,136.35682678222656,149.99250946044924,1.1,0.15834462153409137,0.027777777777777776,8.40332577908411e-11,0.0,0.0,0.0
654,2019-08-08,136.35682678222656,163.62819213867186,1.2,0.15834462153409137,0.027777777777777776,7.882487911609655e-34,0.0,0.0,0.0
655,2019-08-09,135.38409423828125,108.30727539062501,0.8,0.15960353313689934,0.023809523809523808,27.113453665611218,27.102321839312204,25.40132432102875,25.410156990534702
