,t0,S0,K,K_rel,sigma_t0,T_years,geom_model,arit_model,geom_empirical,arit_empirical
461,2019-06-14,125.15016174316406,112.63514556884766,0.9,0.2417338482392342,0.011904761904761904,12.534569408663572,12.526826822514794,14.501913040037925,14.507267772948165
462,2019-06-14,125.15016174316406,125.15016174316406,1.0,0.2417338482392342,0.011904761904761904,0.7731543062774193,0.7365539355589686,1.9935995431517248,1.9989542760619647
463,2019-06-14,125.15016174316406,137.6651779174805,1.1,0.2417338482392342,0.011904761904761904,6.461627443191612e-11,0.0,0.0,0.0
464,2019-06-14,125.15016174316406,150.18019409179686,1.2,0.2417338482392342,0.011904761904761904,5.004486721092931e-34,0.0,0.0,0.0
465,2019-06-17,125.52813720703125,100.42250976562501,0.8,0.23006712098849977,0.01984126984126984,25.12824295395967,25.091581223063137,28.53526979889151,28.53839341094173
466,2019-06-17,125.52813720703125,112.97532348632812,0.9,0.23006712098849977,0.01984126984126984,12.586632103607997,12.596449599897893,15.993658945557566,15.996782557607785
467,2019-06-17,125.52813720703125,125.52813720703125,1.0,0.23006712098849977,0.01984126984126984,0.9589799353433079,0.9301428923879641,3.452048092223609,3.455171704273829
468,2019-06-17,125.52813720703125,138.0809509277344,1.1,0.23006712098849977,0.01984126984126984,8.786597640749979e-08,0.0,0.0,0.0
469,2019-06-17,125.52813720703125,150.6337646484375,1.2,0.23006712098849977,0.01984126984126984,3.045997528358969e-23,0.0,0.0,0.0
470,2019-06-18,127.7108154296875,102.16865234375001,0.8,0.2343226076402997,0.015873015873015872,25.560239990073796,25.59004795515532,27.115330912320555,27.117261486611415
471,2019-06-18,127.7108154296875,114.93973388671876,0.9,0.2343226076402997,0.015873015873015872,12.798277391144438,12.783320980975331,14.353368313300525,14.355298887591387
472,2019-06-18,127.7108154296875,127.7108154296875,1.0,0.2343226076402997,0.015873015873015872,0.886173635826438,0.8524973011832948,1.5914057142804945,1.593336288571356
473,2019-06-18,127.7108154296875,140.48189697265627,1.1,0.2343226076402997,0.015873015873015872,4.77741581585479e-09,0.0,0.0,0.0
474,2019-06-18,127.7108154296875,153.252978515625,1.2,0.2343226076402997,0.015873015873015872,1.3831600074236428e-27,0.0,0.0,0.0
475,2019-06-19,128.21160888671875,102.56928710937501,0.8,0.22590701664180174,0.011904761904761904,25.65642778176999,25.660831707465746,27.08553561302988,27.08604928699208
476,2019-06-19,128.21160888671875,115.39044799804688,0.9,0.22590701664180174,0.011904761904761904,12.842133532702945,12.86062159621165,14.271241363962824,14.271755037925024
477,2019-06-19,128.21160888671875,128.21160888671875,1.0,0.22590701664180174,0.011904761904761904,0.7415793182490802,0.7083408061783224,1.4569471148957711,1.45746078885797
478,2019-06-19,128.21160888671875,141.03276977539065,1.1,0.22590701664180174,0.011904761904761904,3.232722780429404e-12,0.0,0.0,0.0
479,2019-06-19,128.21160888671875,153.8539306640625,1.2,0.22590701664180174,0.011904761904761904,1.3231188588627658e-38,0.0,0.0,0.0
480,2019-06-20,129.4021453857422,103.52171630859375,0.8,0.22671945781031777,0.011904761904761904,25.894618873259517,25.91682454201005,25.013605520259528,25.02605848361751
481,2019-06-20,129.4021453857422,116.46193084716798,0.9,0.22671945781031777,0.011904761904761904,12.961334735950615,12.97115647277351,12.080321382950599,12.092774346308582
482,2019-06-20,129.4021453857422,129.4021453857422,1.0,0.22671945781031777,0.011904761904761904,0.7510819571386378,0.7143422570289325,0.0,0.0
483,2019-06-20,129.4021453857422,142.3423599243164,1.1,0.22671945781031777,0.011904761904761904,3.8669240899865136e-12,0.0,0.0,0.0
484,2019-06-20,129.4021453857422,155.2825744628906,1.2,0.22671945781031777,0.011904761904761904,2.4236848353616136e-38,0.0,0.0,0.0
485,2019-06-21,129.4210205078125,103.53681640625001,0.8,0.22684775875213128,0.011904761904761904,25.89838849819958,25.9050145111857,24.040884992852565,24.054008055020166
486,2019-06-21,129.4210205078125,116.47891845703126,0.9,0.22684775875213128,0.011904761904761904,12.963217859580098,12.958148459627424,11.105714354233067,11.118837416400668
487,2019-06-21,129.4210205078125,129.4210205078125,1.0,0.22684775875213128,0.011904761904761904,0.7516047711400375,0.7124307681708747,0.0,0.0
